epoch,reward,complexity,length,is_physical,is_elite,program,program_prefix
0,0.0,18.0,18,True,False,log(sin(((((((((((((x-x))**(0.5)))**(0.5))/x))**(0.5))+x)-x)/x)*x))),[log sin mul div sub add sqrt div sqrt sqrt sub x x x x x x x]
0,0.0,16.0,16,True,False,log((x/(((((cos((x*x))*(x+x))-x)*x))**(0.5)))),[log div x sqrt mul sub mul cos mul x x add x x x x]
0,0.0,22.0,22,True,False,sin((((((((log((x-(((x+x)*x)+x)))+x)/x)-x)*x)*x))**(0.5))),[sin sqrt mul mul sub div add log sub x add mul add x x x x x x x x x]
0,0.0,15.0,15,True,False,(log(cos(((x*(((x*x)/x)+x))/x)))*x),[mul log cos div mul x add div mul x x x x x x]
0,0.0,18.0,18,True,False,(sin(((((((log((x-(x-x)))/x)/x)*x)/x))**(0.5)))-x),[sub sin sqrt div mul div div log sub x sub x x x x x x x]
0,0.0,20.0,20,True,False,log((x-(((sin(x)/((cos(x)*(((cos(x)-x))**(0.5)))+x))/x)+x))),[log sub x add div div sin x add mul cos x sqrt sub cos x x x x x]
0,0.0,19.0,19,True,False,(cos(((((x)**(0.5)))**(0.5)))/(x/(((log((x+(x+x)))+x)-x)*x))),[div cos sqrt sqrt x div x mul sub add log add x add x x x x x]
0,0.0,19.0,19,True,False,cos((((((((log(x)+log(((x)**(0.5))))/x)+x)+x)*x)/x)-x)),[cos sub div mul add add div add log x log sqrt x x x x x x x]
0,0.0,19.0,19,True,False,(((cos(log((x*((((x-x)*x)*x)+x))))*x)*x)+x),[add mul mul cos log mul x add mul mul sub x x x x x x x x]
0,0.0,22.0,22,True,False,(sin((((((((((x-(x+log(x)))/x))**(0.5))-x)/x)*x)*x)+x))*x),[mul sin add mul mul div sub sqrt div sub x add x log x x x x x x x x]
0,0.0,21.0,21,True,False,log(cos((((((((x*x)/((x*x)+x))-x)+x)+x)*x)-x))),[log cos sub mul add add sub div mul x x add mul x x x x x x x x]
